candidate_id,article_id,title,queue,tier,decision,label,http,verify,verify_source,reason
205,1002593968,"NVIDIA tung RTX 5060 Ti ngay khi hết lệnh cấm review, RTX 5060 ra mắt tháng 5!",TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
133,1002414328,So sánh tản nhiệt nước và tản nhiệt khí: Nên lựa chọn bộ tản nhiệt nào?,TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
193,1002538874,"Intel Arc B570: Em út nhà Battlemage, hiệu năng thế nào so với B580?",TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
213,1002601922,Intel Core Ultra 200HX NPU Tăng Hiệu Suất Chơi Game và Sử Dụng AI Hỗ Trợ Để Chiến Boss Dễ Dàng,TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
93,1002411087,Rò rỉ về Nvidia RTX 5080 khiến một số game thủ PC lo lắng rằng Nvidia chưa rút ra bài học từ vụ lùm xùm với RTX 4080.,TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
119,1002413818,Chip A18 trên iPhone 16 lộ điểm benchmark khó hiểu,TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
202,1002583884,CEO Gốc Hoa Thống Lĩnh Đỉnh Cao Công Nghệ Mỹ,TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
79,1002402678,Top màn hình máy tính để bàn giá rẻ năm 2024,TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
73,1002401045,"Cấu hình chơi Black Myth: Wukong trên PC, Laptop",TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
95,1002411121,Windows 12: Hệ điều hành mới nhất của Microsoft có gì hấp dẫn?,TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
120,1002413861,"Ra mắt iPhone mới, Apple vẫn phải đối mặt với nỗi sợ 'bán ế' tại Trung Quốc?",TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
192,1002538817,"Intel Được Đồn Đoán Sẽ Ra Mắt GPU Battlemage 24GB Bộ Nhớ Vào Năm 2025, Hướng Tới Thị Trường Năng Suất",TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
227,1002721462,"Lưu mật khẩu trên trình duyệt web: Thói quen tiện lợi đang trở thành ""cửa ngõ"" cho tin tặc",TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
116,1002413786,"Tuyên bố sẽ hạ bệ NVIDIA tại Trung Quốc, nhưng hiệu năng chip AI của Huawei lại ""hụt hơi"" khi sử dụng thực tế",TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
200,1002574920,Laptop NVIDIA RTX 50 bị trì hoãn! Dời lịch ra mắt dự kiến vào tháng 4-5,TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
201,1002574943,"AMD xác nhận ngày ra mắt Ryzen 9 9900X3D & 9950X3D, Trung Quốc rò rỉ giá bán dự kiến",TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
115,1002413774,"Ra mắt iPhone 16 là sự kiện ""chán nhất từ trước đến nay"" của Apple: Phép màu Steve Jobs đâu rồi?",TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
221,1002705236,Đức yêu cầu xóa DeepSeek khỏi App Store và Google Play: Cảnh báo dữ dội với ứng dụng AI Trung Quốc,TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
97,1002411158,RDNA 4: AMD chính thức trình làng kiến trúc đồ họa thế hệ tiếp theo,TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
148,1002420295,"OpenAI o1: Đột phá trong xử lý ngôn ngữ tự nhiên, vượt xa mong đợi",TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
206,1002594009,"Dòng APU AMD Gorgon Point ""Ryzen AI"" Lộ Diện: Xung Nhịp Cao Hơn, NPU Trên 55 TOPS – Ryzen AI MAX ""Medusa/Zen 6"" Được Xác Nhận",TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
98,1002411203,"Sự kiện IFA 2024: Bùng nổ sáng tạo, định hình xu hướng công nghệ mới",TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
128,1002414135,4 cách khắc phục lỗi màn hình xanh 'chết chóc' trên Windows 11,TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
50,1002358515,Microsoft kết thúc hỗ trợ Windows 11 21H2 và 22H2 sau 90 ngày,TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
69,1002399850,"Cấu hình chơi Palworld Trên PC, Laptop",FPS_BENCHMARK,LOW,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
64,1002399780,"Cấu hình chơi Dota 2 trên PC, Laptop",FPS_BENCHMARK,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
51,1002358519,Cấu hình tối thiểu chơi Liên Minh Huyền Thoại LOL mượt giá sinh viên,REVIEW_UNKNOWN,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
122,1002413900,Google vừa cập nhật loạt tính năng hữu ích cho người dùng thích mở nhiều tab trên trình duyệt Chrome,REVIEW_UNKNOWN,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
157,1002423203,"Lộ thông tin về Arrow Lake-HX Series cho laptop: 24 nhân, xung 5.5 GHz",REVIEW_UNKNOWN,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
