candidate_id,article_id,title,queue,tier,decision,label,http,verify,verify_source,reason
220,1002704151,"ASUS ra mắt bộ PC Hatsune Miku ""full gear"": Từ linh kiện đến thời trang, waifu chính thức bước vào thế giới gaming",TIME_SENSITIVE_NEWS,LOW,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
211,1002601884,"Intel ra mắt CPU Core Ultra 300 (Panther Lake) năm 2026, sản xuất hàng loạt từ cuối 2025",TIME_SENSITIVE_NEWS,LOW,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
209,1002600742,"AMD chuẩn bị ra mắt Radeon RX 9070 GRE với hiệu năng mạnh, giá cạnh tranh hơn",TIME_SENSITIVE_NEWS,LOW,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
21,1002758362,DLSS 4 là gì? Cách bật DLSS 4 trên card NVIDIA,TIME_SENSITIVE_NEWS,LOW,BLOCKED_IMAGE,blocked_image,,,,phụ thuộc ảnh — giữ queue xử lý sau
207,1002594736,Lộ Diện GeForce RTX 5060 & 5050 Laptop: ASUS Xác Nhận Cả Hai Đều Dùng 8GB GDDR7,TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
190,1002533590,Dòng card đồ họa NVIDIA RTX 50 có mức giá khởi điểm từ 549 USD.,TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
71,1002400105,"Cấu hình chơi Elden Ring Trên PC, Laptop",TIME_SENSITIVE_NEWS,NO_TRAFFIC,AUTO_ELIGIBLE,auto_eligible,,,,"dry-run — đủ chuẩn, KHÔNG apply"
208,1002594907,"AMD Radeon RX 9050 ""lộ diện"" tình cờ trên trang cửa hàng điện tử bán lẻ – GPU RDNA 4 giá rẻ sắp ra mắt?",TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
191,1002535931,"RTX 5060 & RTX 5060 Ti: ""Quái vật"" tầm trung khuấy đảo thị trường năm 2025?",TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
70,1002399869,"Cấu hình chơi FIFA Online 4 Trên PC, Laptop",TIME_SENSITIVE_NEWS,NO_TRAFFIC,AUTO_ELIGIBLE,auto_eligible,,,,"dry-run — đủ chuẩn, KHÔNG apply"
65,1002399781,"Cấu hình chơi PUBG - PlayerUnknown’s Battlegrounds trên PC, Laptop",TIME_SENSITIVE_NEWS,NO_TRAFFIC,AUTO_ELIGIBLE,auto_eligible,,,,"dry-run — đủ chuẩn, KHÔNG apply"
198,1002544979,MSI GeForce RTX 5080 SUPRIM SOC 16GB – Bùng Nổ Hiệu Năng Với Thiết Kế Choáng Ngợp!,TIME_SENSITIVE_NEWS,NO_TRAFFIC,AUTO_ELIGIBLE,auto_eligible,,,,"dry-run — đủ chuẩn, KHÔNG apply"
131,1002414223,"ROG và TUF, laptop nào của ASUS phù hợp với bạn?",TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
123,1002413909,"""Cuộc chiến"" AI trong tiêu dùng: MoMo, Long Châu, DOJI, Samsung, Cake by VPBank đang làm gì để dẫn đầu?",TIME_SENSITIVE_NEWS,NO_TRAFFIC,AUTO_ELIGIBLE,auto_eligible,,,,"dry-run — đủ chuẩn, KHÔNG apply"
205,1002593968,"NVIDIA tung RTX 5060 Ti ngay khi hết lệnh cấm review, RTX 5060 ra mắt tháng 5!",TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
133,1002414328,So sánh tản nhiệt nước và tản nhiệt khí: Nên lựa chọn bộ tản nhiệt nào?,TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
193,1002538874,"Intel Arc B570: Em út nhà Battlemage, hiệu năng thế nào so với B580?",TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
213,1002601922,Intel Core Ultra 200HX NPU Tăng Hiệu Suất Chơi Game và Sử Dụng AI Hỗ Trợ Để Chiến Boss Dễ Dàng,TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
93,1002411087,Rò rỉ về Nvidia RTX 5080 khiến một số game thủ PC lo lắng rằng Nvidia chưa rút ra bài học từ vụ lùm xùm với RTX 4080.,TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
124,1002413914,"""Nóng"" cuộc đua phủ trạm sạc xe điện: Công ty của ông Phạm Nhật Vượng muốn biến siêu thị, quán cafe thành điểm sạc, gã khổng lồ tỷ USD ngành điện rục rịch tham gia",TIME_SENSITIVE_NEWS,NO_TRAFFIC,AUTO_ELIGIBLE,auto_eligible,,,,"dry-run — đủ chuẩn, KHÔNG apply"
222,1002708558,Balo AirPods? Bravest Studios ra mắt AirPack – món đồ “gây lú” nhất mùa hè 2025,TIME_SENSITIVE_NEWS,NO_TRAFFIC,AUTO_ELIGIBLE,auto_eligible,,,,"dry-run — đủ chuẩn, KHÔNG apply"
119,1002413818,Chip A18 trên iPhone 16 lộ điểm benchmark khó hiểu,TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
202,1002583884,CEO Gốc Hoa Thống Lĩnh Đỉnh Cao Công Nghệ Mỹ,TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
223,1002711258,Telegram ra mắt ví tiền điện tử tại Mỹ trong khi ở Việt Nam còn nhiều hạn chế,TIME_SENSITIVE_NEWS,NO_TRAFFIC,AUTO_ELIGIBLE,auto_eligible,,,,"dry-run — đủ chuẩn, KHÔNG apply"
79,1002402678,Top màn hình máy tính để bàn giá rẻ năm 2024,TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
73,1002401045,"Cấu hình chơi Black Myth: Wukong trên PC, Laptop",TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
95,1002411121,Windows 12: Hệ điều hành mới nhất của Microsoft có gì hấp dẫn?,TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
120,1002413861,"Ra mắt iPhone mới, Apple vẫn phải đối mặt với nỗi sợ 'bán ế' tại Trung Quốc?",TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
192,1002538817,"Intel Được Đồn Đoán Sẽ Ra Mắt GPU Battlemage 24GB Bộ Nhớ Vào Năm 2025, Hướng Tới Thị Trường Năng Suất",TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
204,1002583974,"AMD Ưu Ái ASUS, XFX & PowerColor Trong Phân Phối RX 9070 Series?",TIME_SENSITIVE_NEWS,NO_TRAFFIC,AUTO_ELIGIBLE,auto_eligible,,,,"dry-run — đủ chuẩn, KHÔNG apply"
227,1002721462,"Lưu mật khẩu trên trình duyệt web: Thói quen tiện lợi đang trở thành ""cửa ngõ"" cho tin tặc",TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
116,1002413786,"Tuyên bố sẽ hạ bệ NVIDIA tại Trung Quốc, nhưng hiệu năng chip AI của Huawei lại ""hụt hơi"" khi sử dụng thực tế",TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
158,1002423204,"AMD Ryzen 200 và Intel Core 200 dự kiến ra mắt từ cuối năm nay, dành cho laptop hiệu năng cao",TIME_SENSITIVE_NEWS,NO_TRAFFIC,AUTO_ELIGIBLE,auto_eligible,,,,"dry-run — đủ chuẩn, KHÔNG apply"
200,1002574920,Laptop NVIDIA RTX 50 bị trì hoãn! Dời lịch ra mắt dự kiến vào tháng 4-5,TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
201,1002574943,"AMD xác nhận ngày ra mắt Ryzen 9 9900X3D & 9950X3D, Trung Quốc rò rỉ giá bán dự kiến",TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
212,1002601908,Intel Ra Mắt Tiến Trình 18A: Bước Đột Phá Cho Bộ Phận Foundry Trong Cuộc Đua Công Nghệ!,TIME_SENSITIVE_NEWS,NO_TRAFFIC,AUTO_ELIGIBLE,auto_eligible,,,,"dry-run — đủ chuẩn, KHÔNG apply"
115,1002413774,"Ra mắt iPhone 16 là sự kiện ""chán nhất từ trước đến nay"" của Apple: Phép màu Steve Jobs đâu rồi?",TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
221,1002705236,Đức yêu cầu xóa DeepSeek khỏi App Store và Google Play: Cảnh báo dữ dội với ứng dụng AI Trung Quốc,TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
97,1002411158,RDNA 4: AMD chính thức trình làng kiến trúc đồ họa thế hệ tiếp theo,TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
148,1002420295,"OpenAI o1: Đột phá trong xử lý ngôn ngữ tự nhiên, vượt xa mong đợi",TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
206,1002594009,"Dòng APU AMD Gorgon Point ""Ryzen AI"" Lộ Diện: Xung Nhịp Cao Hơn, NPU Trên 55 TOPS – Ryzen AI MAX ""Medusa/Zen 6"" Được Xác Nhận",TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
118,1002413806,Hisense nâng tầm trải nghiệm chơi game với màn hình cỡ lớn tại IFA 2024,TIME_SENSITIVE_NEWS,NO_TRAFFIC,AUTO_ELIGIBLE,auto_eligible,,,,"dry-run — đủ chuẩn, KHÔNG apply"
104,1002411439,Tất Tần Tật Về PCIe 7.0: Bứt Phá Hiệu Năng Máy Tính Trong Năm 2025,TIME_SENSITIVE_NEWS,NO_TRAFFIC,AUTO_ELIGIBLE,auto_eligible,,,,"dry-run — đủ chuẩn, KHÔNG apply"
98,1002411203,"Sự kiện IFA 2024: Bùng nổ sáng tạo, định hình xu hướng công nghệ mới",TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
99,1002411213,Gemini Live: Khám phá thế giới thông qua cuộc trò chuyện thông minh,TIME_SENSITIVE_NEWS,NO_TRAFFIC,AUTO_ELIGIBLE,auto_eligible,,,,"dry-run — đủ chuẩn, KHÔNG apply"
7,1002549397,"Sửa Máy Tính Quận 6 Chuyên Nghiệp, Nhanh Chóng tại Sintech",TIME_SENSITIVE_NEWS,NO_TRAFFIC,BLOCKED_IMAGE,blocked_image,,,,phụ thuộc ảnh — giữ queue xử lý sau
102,1002411393,"Notion AI: Trợ lý viết lách thông minh, nâng cao hiệu suất làm việc",TIME_SENSITIVE_NEWS,NO_TRAFFIC,AUTO_ELIGIBLE,auto_eligible,,,,"dry-run — đủ chuẩn, KHÔNG apply"
125,1002413916,"Vừa ra mắt, iPhone 16 Series đã lọt vào danh sách đề cử Better Choice Awards 2024",TIME_SENSITIVE_NEWS,NO_TRAFFIC,AUTO_ELIGIBLE,auto_eligible,,,,"dry-run — đủ chuẩn, KHÔNG apply"
87,1002408489,AMD ra mắt vi xử lý Ryzen 9000 Series kiến trúc Zen 5,TIME_SENSITIVE_NEWS,NO_TRAFFIC,AUTO_ELIGIBLE,auto_eligible,,,,"dry-run — đủ chuẩn, KHÔNG apply"
128,1002414135,4 cách khắc phục lỗi màn hình xanh 'chết chóc' trên Windows 11,TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
146,1002417568,Gợi ý top chuột gaming Rapoo giá rẻ đến từ thương hiệu Rapoo,TIME_SENSITIVE_NEWS,NO_TRAFFIC,AUTO_ELIGIBLE,auto_eligible,,,,"dry-run — đủ chuẩn, KHÔNG apply"
126,1002413939,"[IFA 2024] Có gì tại gian trưng bày của Samsung: đồ gì cũng tích hợp AI, rồi có cả màn hình 3D không cần kính!",TIME_SENSITIVE_NEWS,NO_TRAFFIC,AUTO_ELIGIBLE,auto_eligible,,,,"dry-run — đủ chuẩn, KHÔNG apply"
78,1002402594,"Cách lấy lại file Word gốc, chưa lưu trên Macbook và Windows mới nhất",TIME_SENSITIVE_NEWS,NO_TRAFFIC,AUTO_ELIGIBLE,auto_eligible,,,,"dry-run — đủ chuẩn, KHÔNG apply"
50,1002358515,Microsoft kết thúc hỗ trợ Windows 11 21H2 và 22H2 sau 90 ngày,TIME_SENSITIVE_NEWS,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
77,1002402249,"Cấu hình chơi ZZZ - Zenless Zone Zero Trên PC, Laptop",FPS_BENCHMARK,LOW,AUTO_ELIGIBLE,auto_eligible,,,,"dry-run — đủ chuẩn, KHÔNG apply"
68,1002399833,"Cấu hình chơi Naraka: Bladepoint Trên PC, Laptop",FPS_BENCHMARK,LOW,AUTO_ELIGIBLE,auto_eligible,,,,"dry-run — đủ chuẩn, KHÔNG apply"
69,1002399850,"Cấu hình chơi Palworld Trên PC, Laptop",FPS_BENCHMARK,LOW,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
67,1002399806,"Cấu hình chơi GTA 5 - Grand Theft Auto V trên PC, Laptop",FPS_BENCHMARK,NO_TRAFFIC,AUTO_ELIGIBLE,auto_eligible,,,,"dry-run — đủ chuẩn, KHÔNG apply"
75,1002401886,"Cấu hình chơi Genshin Impact Trên PC, Laptop",FPS_BENCHMARK,NO_TRAFFIC,AUTO_ELIGIBLE,auto_eligible,,,,"dry-run — đủ chuẩn, KHÔNG apply"
66,1002399793,"Cấu hình chơi Apex Legends trên PC, Laptop",FPS_BENCHMARK,NO_TRAFFIC,AUTO_ELIGIBLE,auto_eligible,,,,"dry-run — đủ chuẩn, KHÔNG apply"
72,1002400132,"Cấu hình chơi Valorant Trên PC, Laptop",FPS_BENCHMARK,NO_TRAFFIC,AUTO_ELIGIBLE,auto_eligible,,,,"dry-run — đủ chuẩn, KHÔNG apply"
64,1002399780,"Cấu hình chơi Dota 2 trên PC, Laptop",FPS_BENCHMARK,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
51,1002358519,Cấu hình tối thiểu chơi Liên Minh Huyền Thoại LOL mượt giá sinh viên,REVIEW_UNKNOWN,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
81,1002404003,Ưu và nhược điểm của các loại màn hình máy tính phổ biến hiện nay,REVIEW_UNKNOWN,NO_TRAFFIC,AUTO_ELIGIBLE,auto_eligible,,,,"dry-run — đủ chuẩn, KHÔNG apply"
203,1002583958,AMD Thách Thức NVIDIA Grace & Intel Granite Rapids Với EPYC Thế Hệ 5 Hiệu Suất Vượt Trội,REVIEW_UNKNOWN,NO_TRAFFIC,AUTO_ELIGIBLE,auto_eligible,,,,"dry-run — đủ chuẩn, KHÔNG apply"
215,1002694321,So sánh các AI: Grok “xuất sắc bất ngờ” nhưng Chat GPT vẫn là “trùm cuối”,REVIEW_UNKNOWN,NO_TRAFFIC,AUTO_ELIGIBLE,auto_eligible,,,,"dry-run — đủ chuẩn, KHÔNG apply"
117,1002413792,Vì sao Sony bị game thủ 'ném đá' dữ dội khi hé lộ PS5 Pro?,REVIEW_UNKNOWN,NO_TRAFFIC,AUTO_ELIGIBLE,auto_eligible,,,,"dry-run — đủ chuẩn, KHÔNG apply"
121,1002413894,"Facebook, Instagram thu thập dữ liệu tất cả người dùng Australia gồm cả tin nhắn",REVIEW_UNKNOWN,NO_TRAFFIC,AUTO_ELIGIBLE,auto_eligible,,,,"dry-run — đủ chuẩn, KHÔNG apply"
122,1002413900,Google vừa cập nhật loạt tính năng hữu ích cho người dùng thích mở nhiều tab trên trình duyệt Chrome,REVIEW_UNKNOWN,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
157,1002423203,"Lộ thông tin về Arrow Lake-HX Series cho laptop: 24 nhân, xung 5.5 GHz",REVIEW_UNKNOWN,NO_TRAFFIC,HOLD_TIME_SENSITIVE,hold_news,,,,fact: ['fact']
210,1002600836,Intel Gaudi 3 Chính Thức Có Mặt Trên IBM Cloud – Hiệu Suất Vượt NVIDIA H100 & H200!!,REVIEW_UNKNOWN,NO_TRAFFIC,AUTO_ELIGIBLE,auto_eligible,,,,"dry-run — đủ chuẩn, KHÔNG apply"
127,1002413994,Smartphone cao cấp tích hợp AI của Nhà Táo. Giờ mới có khi mà đối thủ của họ ra mắt từ lâu,REVIEW_UNKNOWN,NO_TRAFFIC,AUTO_ELIGIBLE,auto_eligible,,,,"dry-run — đủ chuẩn, KHÔNG apply"
