article_id,title,url,tier,primary_issue,hero_bytes,imgs_over_300k,imgs_missing_lazy,imgs_missing_dim,external_image_count,broken_image_count,quick_wins
1002277948,Giới thiệu về công ty máy tính Sintech,https://sintech.vn/blogs/news/gioi-thieu-ve-cong-ty-may-tinh-sintech,P1,BODY_HTML_LEGACY,82651,0,0,1,0,0,clean HTML cũ
1002601884,"Intel ra mắt CPU Core Ultra 300 (Panther Lake) năm 2026, sản xuất hàng loạt từ cuối 2025",https://sintech.vn/blogs/news/intel-ra-mat-cpu-core-ultra-300-panther-lake-nam-2026-san-xuat-hang,P1,BODY_HTML_LEGACY,0,0,1,2,2,0,clean HTML cũ + gỡ/thay ảnh external
1002600742,"AMD chuẩn bị ra mắt Radeon RX 9070 GRE với hiệu năng mạnh, giá cạnh tranh hơn",https://sintech.vn/blogs/news/amd-chuan-bi-ra-mat-radeon-rx-9070-gre-voi-hieu-nang-manh-gia-canh-tr,P1,BODY_HTML_LEGACY,289069,1,1,2,2,0,nén ảnh >300KB + clean HTML cũ + gỡ/thay ảnh external
1002420376,"Bật mí cách gắn quạt tản nhiệt cho PC trong 5 bước đơn giản, nhanh chóng",https://sintech.vn/blogs/news/bat-mi-cach-gan-quat-tan-nhiet-cho-pc-trong-5-buoc-don-gian-nhanh-cho,P0,IMAGES_MISSING_DIMENSIONS,74318,0,4,5,5,0,thêm width/height + lazy-load ảnh dưới fold + gỡ/thay ảnh external
1002746933,So sánh RAM DDR4 vs DDR5 đáng mua năm 2025: nên chọn loại nào?,https://sintech.vn/blogs/huong-dan/so-sanh-ram-ddr4-vs-ddr5-dang-mua-nam-2025-nen-chon-loai-nao,P1,HERO_IMAGE_TOO_HEAVY,933545,3,2,0,3,0,resize/nén hero + nén ảnh >300KB + clean HTML cũ + gỡ/thay ảnh external
1002758362,DLSS 4 là gì? Cách bật DLSS 4 trên card NVIDIA,https://sintech.vn/blogs/huong-dan/dlss-4-la-gi-cach-bat-dlss-4-tren-card-nvidia,P1,BODY_HTML_LEGACY,256669,0,7,8,0,0,clean HTML cũ + thêm width/height + lazy-load ảnh dưới fold
1002430893,Cách khôi phục file đã xóa trên Windows 11 trong tích tắc,https://sintech.vn/blogs/news/cach-khoi-phuc-file-da-xoa-tren-windows-11-trong-tich-tac,P1,IMAGES_MISSING_DIMENSIONS,15824,0,11,12,12,0,thêm width/height + lazy-load ảnh dưới fold + gỡ/thay ảnh external
1002399833,"Cấu hình chơi Naraka: Bladepoint Trên PC, Laptop",https://sintech.vn/blogs/news/cau-hinh-choi-naraka-bladepoint-tren-pc-laptop,P1,IMAGES_MISSING_LAZYLOAD,44933,0,6,0,7,0,lazy-load ảnh dưới fold + gỡ/thay ảnh external
1002398522,"Trung tâm sửa laptop - máy tính uy tín, lấy ngay ở Quận 7",https://sintech.vn/blogs/news/trung-tam-sua-laptop-uy-tin-lay-ngay-o-quan-7,P1,IMAGES_BROKEN,394648,2,10,11,7,1,thay ảnh chết + resize/nén hero + nén ảnh >300KB + clean HTML cũ + thêm width/height + lazy-load ảnh dưới fold + gỡ/thay ảnh external
1002728484,Keo tản nhiệt kim loại lỏng là gì? Có nên dùng không?,https://sintech.vn/blogs/huong-dan/keo-tan-nhiet-kim-loai-long-la-gi-co-nen-dung-khong,P1,BODY_HTML_LEGACY,218363,0,0,1,0,0,clean HTML cũ
1002423381,CUDA Core là gì? Vai trò của CUDA trong GPU đồ họa NVIDIA,https://sintech.vn/blogs/news/cuda-core-la-gi-vai-tro-cua-cuda-trong-gpu-do-hoa-nvidia,P1,CLS_LAYOUT_RISK,63342,0,2,0,3,0,gỡ/thay ảnh external
1002793749,Giảm tiếng ồn quạt PC: Nguyên nhân & cách khắc phục hiệu quả (2025),https://sintech.vn/blogs/huong-dan/giam-tieng-on-quat-pc-nguyen-nhan-cach-khac-phuc-hieu-qua-2025,P1,INLINE_IMAGES_TOO_HEAVY,253649,3,5,6,0,0,nén ảnh >300KB + clean HTML cũ + thêm width/height + lazy-load ảnh dưới fold
1002767311,CORSAIR Ra Mắt WS3000 – Bộ Nguồn 3000W ATX 3.1 Cho Máy Trạm Hiệu Năng Cao,https://sintech.vn/blogs/huong-dan/corsair-ra-mat-ws3000-bo-nguon-3000w-atx-3-1-cho-may-tram-hieu-nang,P1,HERO_IMAGE_TOO_HEAVY,359653,1,3,4,0,0,resize/nén hero + nén ảnh >300KB + clean HTML cũ + thêm width/height + lazy-load ảnh dưới fold
1002431245,Cách tối ưu card Nvidia chơi game với hiệu năng cao mà bạn có thể chưa biết,https://sintech.vn/blogs/news/cach-toi-uu-card-nvidia-choi-game-voi-hieu-nang-cao-ma-ban-co-the-chua,P1,IMAGES_MISSING_DIMENSIONS,43164,0,14,15,15,0,thêm width/height + lazy-load ảnh dưới fold + gỡ/thay ảnh external
1002814775,Kiểm Tra Tốc Độ Mạng: Làm Sao Biết Đường Truyền Của Bạn Có Thực Sự Nhanh?,https://sintech.vn/blogs/huong-dan/kiem-tra-toc-do-mang-lam-sao-biet-duong-truyen-cua-ban-co-thuc-su-nha,P1,BODY_HTML_LEGACY,139286,0,6,7,0,0,clean HTML cũ + thêm width/height + lazy-load ảnh dưới fold
1002726483,Tự build PC là làm gì? Tại sao phải tự chọn cấu hình?,https://sintech.vn/blogs/huong-dan/tu-build-pc-la-lam-gi-tai-sao-phai-tu-chon-cau-hinh,P2,HERO_IMAGE_TOO_HEAVY,306271,8,7,1,7,0,resize/nén hero + nén ảnh >300KB + clean HTML cũ + lazy-load ảnh dưới fold + gỡ/thay ảnh external
1002767147,So sánh 3 VGA tầm giá 5–7 triệu: RTX 3050 vs RTX 3060 vs RX 6600 – card nào đáng mua cho eSports?,https://sintech.vn/blogs/huong-dan/so-sanh-3-vga-tam-gia-5-7-trieu-rtx-3050-vs-rtx-3060-vs-rx-6600-car,P1,HERO_IMAGE_TOO_HEAVY,334221,1,0,1,0,0,resize/nén hero + nén ảnh >300KB + clean HTML cũ
1002731020,Cách giảm ping khi chơi game hiệu quả và ổn định,https://sintech.vn/blogs/huong-dan/cach-giam-ping-khi-choi-game-hieu-qua-va-on-dinh,P1,BODY_HTML_LEGACY,142962,0,6,7,0,0,clean HTML cũ + thêm width/height + lazy-load ảnh dưới fold
1002989383,Build PC gaming 2026 theo ngân sách 15-40 triệu,https://sintech.vn/blogs/huong-dan/build-pc-gaming-2026-theo-ngan-sach-15-20-30-40-trieu-nen-chon-cau-hinh-nao,P2,HERO_IMAGE_TOO_HEAVY,1733831,3,2,3,0,0,resize/nén hero + nén ảnh >300KB + clean HTML cũ + thêm width/height
1002423407,Tìm hiểu về ép xung: Phương pháp tăng tốc độ và sức mạnh của PC có thật sự an toàn và hiệu quả?,https://sintech.vn/blogs/news/tim-hieu-ve-ep-xung-phuong-phap-tang-toc-do-va-suc-manh-cua-pc-co-tha,P2,HERO_IMAGE_TOO_HEAVY,701264,20,21,22,22,0,resize/nén hero + nén ảnh >300KB + thêm width/height + lazy-load ảnh dưới fold + gỡ/thay ảnh external
1002726607,Tại sao quạt máy tính kêu to? Nguyên nhân và cách xử lý,https://sintech.vn/blogs/huong-dan/tai-sao-quat-may-tinh-keu-to-nguyen-nhan-va-cach-xu-ly,P2,HERO_IMAGE_TOO_HEAVY,1175598,9,8,0,9,0,resize/nén hero + nén ảnh >300KB + clean HTML cũ + lazy-load ảnh dưới fold + gỡ/thay ảnh external
1002748952,Cấp cứu laptop dính nước: Làm gì ngay lập tức để cứu máy?,https://sintech.vn/blogs/huong-dan/cap-cuu-laptop-dinh-nuoc-lam-gi-ngay-lap-tuc-de-cuu-may,P2,HERO_IMAGE_TOO_HEAVY,1307775,8,7,0,8,0,resize/nén hero + nén ảnh >300KB + clean HTML cũ + lazy-load ảnh dưới fold + gỡ/thay ảnh external
1002750990,HKC Ant Esports ra mắt ANT275PQ Max: Màn hình IPS QHD nhanh nhất thế giới với tần số quét lên đến 540Hz,https://sintech.vn/blogs/news/hkc-ant-esports-ra-mat-ant275pq-max-man-hinh-ips-qhd-nhanh-nhat-the-g,P2,HERO_IMAGE_TOO_HEAVY,1105479,4,3,0,4,0,resize/nén hero + nén ảnh >300KB + clean HTML cũ + lazy-load ảnh dưới fold + gỡ/thay ảnh external
1002719721,List 5 phim chiếu rạp hay đáng xem nhất tháng 8/2025,https://sintech.vn/blogs/news/list-5-phim-chieu-rap-hay-dang-xem-nhat-thang-8-2025,P2,HERO_IMAGE_TOO_HEAVY,2026797,5,4,0,5,0,resize/nén hero + nén ảnh >300KB + clean HTML cũ + lazy-load ảnh dưới fold + gỡ/thay ảnh external
1002539161,Sửa Chữa Laptop Uy Tín Tại TPHCM,https://sintech.vn/blogs/huong-dan/dich-vu-sua-chua-laptop-uy-tin-tai-tphcm-sintech,P1,IMAGES_MISSING_DIMENSIONS,26928,0,3,4,0,0,thêm width/height + lazy-load ảnh dưới fold
1002420350,Phân biệt Nvidia Super và Ti: Nên mua loại card Nvidia nào cho phù hợp?,https://sintech.vn/blogs/news/phan-biet-nvidia-super-va-ti-nen-mua-loai-card-nvidia-nao-cho-phu-hop,P1,IMAGES_MISSING_DIMENSIONS,88994,0,2,3,3,0,thêm width/height + gỡ/thay ảnh external
1002594736,Lộ Diện GeForce RTX 5060 & 5050 Laptop: ASUS Xác Nhận Cả Hai Đều Dùng 8GB GDDR7,https://sintech.vn/blogs/news/lo-dien-geforce-rtx-5060-5050-laptop-asus-xac-nhan-ca-hai-deu-dung,P2,BODY_HTML_LEGACY,0,0,3,4,4,0,clean HTML cũ + thêm width/height + lazy-load ảnh dưới fold + gỡ/thay ảnh external
1002400105,"Cấu hình chơi Elden Ring Trên PC, Laptop",https://sintech.vn/blogs/news/cau-hinh-choi-elden-ring-online-4-tren-pc-laptop,P2,IMAGES_BROKEN,0,0,2,0,3,3,thay ảnh chết + gỡ/thay ảnh external
1002399781,"Cấu hình chơi PUBG - PlayerUnknown’s Battlegrounds trên PC, Laptop",https://sintech.vn/blogs/news/cau-hinh-choi-pubg-playerunknown-s-battlegrounds-tren-pc-laptop,P2,IMAGES_BROKEN,0,0,6,0,7,7,thay ảnh chết + lazy-load ảnh dưới fold + gỡ/thay ảnh external
1002541111,"Sửa Máy Tính Quận 2 Chất Lượng, Nhanh Chóng tại Sintech",https://sintech.vn/blogs/news/sua-may-tinh-quan-2-chat-luong-nhanh-chong-tai-sintech,P2,IMAGES_BROKEN,63563,2,11,12,11,2,thay ảnh chết + nén ảnh >300KB + clean HTML cũ + thêm width/height + lazy-load ảnh dưới fold + gỡ/thay ảnh external
1002413939,"[IFA 2024] Có gì tại gian trưng bày của Samsung: đồ gì cũng tích hợp AI, rồi có cả màn hình 3D không cần kính!",https://sintech.vn/blogs/news/ifa-2024-co-gi-tai-gian-trung-bay-cua-samsung-do-gi-cung-tich-hop-a,P2,HERO_IMAGE_TOO_HEAVY,1312694,7,18,0,19,0,resize/nén hero + nén ảnh >300KB + lazy-load ảnh dưới fold + gỡ/thay ảnh external
1002758490,BUILD PC GAMING CPU HAY GPU QUAN TRỌNG HƠN,https://sintech.vn/blogs/huong-dan/build-pc-gaming-cpu-hay-gpu-quan-trong-hon,P2,INLINE_IMAGES_TOO_HEAVY,185116,3,4,5,0,0,nén ảnh >300KB + clean HTML cũ + thêm width/height + lazy-load ảnh dưới fold
1002594907,"AMD Radeon RX 9050 ""lộ diện"" tình cờ trên trang cửa hàng điện tử bán lẻ – GPU RDNA 4 giá rẻ sắp ra mắt?",https://sintech.vn/blogs/news/amd-radeon-rx-9050-lo-dien-tinh-co-tren-trang-cua-hang-dien-tu-ban-l,P2,BODY_HTML_LEGACY,0,0,1,2,2,0,clean HTML cũ + gỡ/thay ảnh external
1002413909,"""Cuộc chiến"" AI trong tiêu dùng: MoMo, Long Châu, DOJI, Samsung, Cake by VPBank đang làm gì để dẫn đầu?",https://sintech.vn/blogs/news/cuoc-chien-ai-trong-tieu-dung-momo-long-chau-doji-samsung-cake,P2,HERO_IMAGE_TOO_HEAVY,1438985,5,4,0,5,0,resize/nén hero + nén ảnh >300KB + lazy-load ảnh dưới fold + gỡ/thay ảnh external
1002535931,"RTX 5060 & RTX 5060 Ti: ""Quái vật"" tầm trung khuấy đảo thị trường năm 2025?",https://sintech.vn/blogs/news/rtx-5060-rtx-5060-ti-quai-vat-tam-trung-khuay-dao-thi-truong-nam,P2,HERO_IMAGE_TOO_HEAVY,502816,2,1,2,2,0,resize/nén hero + nén ảnh >300KB + clean HTML cũ + gỡ/thay ảnh external
1002600836,Intel Gaudi 3 Chính Thức Có Mặt Trên IBM Cloud – Hiệu Suất Vượt NVIDIA H100 & H200!!,https://sintech.vn/blogs/news/intel-gaudi-3-chinh-thuc-co-mat-tren-ibm-cloud-hieu-suat-vuot-nvidia,P3,CLS_LAYOUT_RISK,0,0,1,2,2,0,gỡ/thay ảnh external
1002540829,Sửa Máy Tính Quận 1 Uy Tín Tại Sintech,https://sintech.vn/blogs/news/sua-may-tinh-quan-1-uy-tin-tai-sintech,P2,IMAGES_BROKEN,95626,5,11,12,9,1,thay ảnh chết + nén ảnh >300KB + clean HTML cũ + thêm width/height + lazy-load ảnh dưới fold + gỡ/thay ảnh external
1002989389,Office 2021 bản quyền khác gì Office crack khi làm việc,https://sintech.vn/blogs/huong-dan/office-2021-ban-quyen-khac-gi-office-crack-khi-dung-cho-cong-viec-hang-ngay,P2,HERO_IMAGE_TOO_HEAVY,1299777,3,2,3,0,0,resize/nén hero + nén ảnh >300KB + clean HTML cũ + thêm width/height
1002769673,AMD Radeon RX 7700 (Non-XT) Ra Mắt Âm Thầm Với 16GB VRAM – GPU RDNA 3 Mới,https://sintech.vn/blogs/huong-dan/amd-radeon-rx-7700-non-xt-ra-mat-am-tham-voi-16gb-vram-gpu-rdna-3,P2,BODY_HTML_LEGACY,0,0,0,0,0,0,clean HTML cũ
1002746718,List Phim Chiếu Rạp Hay Nhất Tháng 9/2025,https://sintech.vn/blogs/news/list-phim-chieu-rap-hay-nhat-thang-9-2025,P2,HERO_IMAGE_TOO_HEAVY,438052,5,6,1,6,0,resize/nén hero + nén ảnh >300KB + clean HTML cũ + lazy-load ảnh dưới fold + gỡ/thay ảnh external
1002404003,Ưu và nhược điểm của các loại màn hình máy tính phổ biến hiện nay,https://sintech.vn/blogs/news/uu-va-nhuoc-diem-cua-cac-loai-man-hinh-may-tinh-pho-bien-hien-nay,P2,IMAGES_BROKEN,0,0,3,4,4,4,thay ảnh chết + thêm width/height + lazy-load ảnh dưới fold + gỡ/thay ảnh external
1002414328,So sánh tản nhiệt nước và tản nhiệt khí: Nên lựa chọn bộ tản nhiệt nào?,https://sintech.vn/blogs/news/so-sanh-tan-nhiet-nuoc-va-tan-nhiet-khi-nen-lua-chon-bo-tan-nhiet-nao,P2,INLINE_IMAGES_TOO_HEAVY,176266,5,9,10,10,0,nén ảnh >300KB + thêm width/height + lazy-load ảnh dưới fold + gỡ/thay ảnh external
1002544979,MSI GeForce RTX 5080 SUPRIM SOC 16GB – Bùng Nổ Hiệu Năng Với Thiết Kế Choáng Ngợp!,https://sintech.vn/blogs/news/msi-geforce-rtx-5080-suprim-soc-bung-no-hieu-nang-voi-thiet-ke-choan,P2,BODY_HTML_LEGACY,231622,1,3,4,4,0,nén ảnh >300KB + clean HTML cũ + thêm width/height + lazy-load ảnh dưới fold + gỡ/thay ảnh external
1002750229,Copilot+ PC là gì? Có nên nâng cấp trong kỷ nguyên AI?,https://sintech.vn/blogs/news/copilot-pc-la-gi-co-nen-nang-cap-trong-ky-nguyen-ai,P2,HERO_IMAGE_TOO_HEAVY,769669,3,2,0,3,0,resize/nén hero + nén ảnh >300KB + clean HTML cũ + gỡ/thay ảnh external
1002402678,Top màn hình máy tính để bàn giá rẻ năm 2024,https://sintech.vn/blogs/news/top-man-hinh-may-tinh-de-ban-gia-re-nam-2024,P2,HERO_IMAGE_TOO_HEAVY,488959,4,7,5,3,0,resize/nén hero + nén ảnh >300KB + thêm width/height + lazy-load ảnh dưới fold + gỡ/thay ảnh external
1002423421,Hướng dẫn cách lắp và vệ sinh RAM đúng cách,https://sintech.vn/blogs/news/huong-dan-cach-lap-va-ve-sinh-ram-dung-cach,P2,IMAGES_BROKEN,0,0,4,5,0,5,thay ảnh chết + thêm width/height + lazy-load ảnh dưới fold
1002787456,Top 5 Bàn Phím Cơ Giá Tốt Dưới 1 Triệu Đáng Mua 2025 – Dễ Mua Tại Quận 7,https://sintech.vn/blogs/huong-dan/top-5-ban-phim-co-gia-tot-duoi-1-trieu-dang-mua-2025-de-mua-tai-quan,P2,HERO_IMAGE_TOO_HEAVY,394603,5,5,6,0,0,resize/nén hero + nén ảnh >300KB + clean HTML cũ + thêm width/height + lazy-load ảnh dưới fold
1002755399,"BUILD PC 15–20 triệu chơi Liên Minh, Valorant, FO4 mượt 1080p: Build thế nào hợp lý?",https://sintech.vn/blogs/huong-dan/build-pc-15-20-trieu-choi-lien-minh-valorant-fo4-muot-1080p-build-t,P2,HERO_IMAGE_TOO_HEAVY,341871,4,6,7,0,0,resize/nén hero + nén ảnh >300KB + clean HTML cũ + thêm width/height + lazy-load ảnh dưới fold
1002549397,"Sửa Máy Tính Quận 6 Chuyên Nghiệp, Nhanh Chóng tại Sintech",https://sintech.vn/blogs/huong-dan/sua-may-tinh-quan-6-chuyen-nghiep-nhanh-chong-tai-sintech,P2,IMAGES_BROKEN,0,1,7,8,7,3,thay ảnh chết + nén ảnh >300KB + clean HTML cũ + thêm width/height + lazy-load ảnh dưới fold + gỡ/thay ảnh external
1002413916,"Vừa ra mắt, iPhone 16 Series đã lọt vào danh sách đề cử Better Choice Awards 2024",https://sintech.vn/blogs/news/vua-ra-mat-iphone-16-series-da-lot-vao-danh-sach-de-cu-better-choice,P2,INLINE_IMAGES_TOO_HEAVY,54825,5,6,0,7,0,nén ảnh >300KB + lazy-load ảnh dưới fold + gỡ/thay ảnh external
1002399869,"Cấu hình chơi FIFA Online 4 Trên PC, Laptop",https://sintech.vn/blogs/news/cau-hinh-choi-fifa-online-4-tren-pc-laptop,P2,HERO_IMAGE_TOO_HEAVY,327539,1,4,5,5,0,resize/nén hero + nén ảnh >300KB + thêm width/height + lazy-load ảnh dưới fold + gỡ/thay ảnh external
1002778590,Máy Tính Tự Tắt Nguồn: Nguyên Nhân Và Cách Xử Lý Tại Nhà,https://sintech.vn/blogs/huong-dan/may-tinh-tu-tat-nguon-nguyen-nhan-va-cach-xu-ly-tai-nha,P2,BODY_HTML_LEGACY,109686,1,1,2,0,0,nén ảnh >300KB + clean HTML cũ
1002411455,Bảng mã lỗi Mainboard Huananzhi x79,https://sintech.vn/blogs/news/bang-ma-loi-mainboard-huananzhi-x79,P2,BODY_HTML_LEGACY,0,0,0,0,0,0,clean HTML cũ
1002533590,Dòng card đồ họa NVIDIA RTX 50 có mức giá khởi điểm từ 549 USD.,https://sintech.vn/blogs/news/dong-card-do-hoa-nvidia-rtx-50-co-muc-gia-khoi-diem-tu-549-usd,P3,CLS_LAYOUT_RISK,22028,0,1,2,2,0,gỡ/thay ảnh external
1002358519,Cấu hình tối thiểu chơi Liên Minh Huyền Thoại LOL mượt giá sinh viên,https://sintech.vn/blogs/news/cau-hinh-toi-thieu-choi-lien-minh-huyen-thoai-lol-muot-gia-sinh-vien,P3,IMAGES_MISSING_DIMENSIONS,48180,0,3,4,1,0,thêm width/height + lazy-load ảnh dưới fold + gỡ/thay ảnh external
1002756119,Top GPU hợp lý cho game thủ ngân sách tầm trung (dưới 8 triệu) năm 2025,https://sintech.vn/blogs/huong-dan/top-gpu-hop-ly-cho-game-thu-ngan-sach-tam-trung-duoi-8-trieu-nam-202,P2,BODY_HTML_LEGACY,295438,1,4,5,0,0,nén ảnh >300KB + clean HTML cũ + thêm width/height + lazy-load ảnh dưới fold
1003006977,Lịch phát hành phim chiếu rạp tháng 6/2026 đáng chú ý,https://sintech.vn/blogs/news/lich-phat-phim-chieu-rap-thang-6-2026-dang-chu-y,P2,HERO_IMAGE_TOO_HEAVY,337102,4,19,20,0,0,resize/nén hero + nén ảnh >300KB + clean HTML cũ + thêm width/height + lazy-load ảnh dưới fold
1002543255,"Sửa Máy Tính Quận 4 Uy Tín, Chất Lượng, Minh Bạch",https://sintech.vn/blogs/news/sua-may-tinh-quan-4-uy-tin-chat-luong-minh-bach,P2,IMAGES_BROKEN,0,1,5,6,5,2,thay ảnh chết + nén ảnh >300KB + clean HTML cũ + thêm width/height + lazy-load ảnh dưới fold + gỡ/thay ảnh external
1002401886,"Cấu hình chơi Genshin Impact Trên PC, Laptop",https://sintech.vn/blogs/news/cau-hinh-choi-genshin-impact-tren-pc-laptop,P2,HERO_IMAGE_TOO_HEAVY,444818,6,8,0,9,0,resize/nén hero + nén ảnh >300KB + lazy-load ảnh dưới fold + gỡ/thay ảnh external
1002430608,Màn hình di động là gì? 10 tiêu chí lưu ý khi chọn mua màn di động,https://sintech.vn/blogs/news/man-hinh-di-dong-la-gi-10-tieu-chi-luu-y-khi-chon-mua-man-di-dong,P2,INLINE_IMAGES_TOO_HEAVY,294443,2,4,5,0,0,nén ảnh >300KB + thêm width/height + lazy-load ảnh dưới fold
1002745138,Sinh viên TP.HCM chọn laptop văn phòng 10–15 triệu: Nên ưu tiên gì?,https://sintech.vn/blogs/huong-dan/sinh-vien-tp-hcm-chon-laptop-van-phong-10-15-trieu-nen-uu-tien-gi,P2,HERO_IMAGE_TOO_HEAVY,335622,1,0,1,0,0,resize/nén hero + nén ảnh >300KB + clean HTML cũ
1002398123,ASUS TUF A14 2024: Bước ngoặt vượt trội của laptop gaming hiệu năng AI,https://sintech.vn/blogs/news/asus-tuf-a14-2024-buoc-ngoat-vuot-troi-cua-laptop-gaming-hieu-nang-ai,P2,BODY_HTML_LEGACY,30562,2,7,8,0,0,nén ảnh >300KB + clean HTML cũ + thêm width/height + lazy-load ảnh dưới fold
1002413806,Hisense nâng tầm trải nghiệm chơi game với màn hình cỡ lớn tại IFA 2024,https://sintech.vn/blogs/news/hisense-nang-tam-trai-nghiem-choi-game-voi-man-hinh-co-lon-tai-ifa-202,P2,HERO_IMAGE_TOO_HEAVY,328113,5,4,0,5,0,resize/nén hero + nén ảnh >300KB + clean HTML cũ + lazy-load ảnh dưới fold + gỡ/thay ảnh external
1002399806,"Cấu hình chơi GTA 5 - Grand Theft Auto V trên PC, Laptop",https://sintech.vn/blogs/news/cau-hinh-choi-gta-5-grand-theft-auto-v-tren-pc-laptop,P2,HERO_IMAGE_TOO_HEAVY,520382,3,5,0,6,0,resize/nén hero + nén ảnh >300KB + lazy-load ảnh dưới fold + gỡ/thay ảnh external
1002771957,PC cho Designer/Freelance – Đa nhiệm thiết kế & gaming giải trí trong tầm giá 25 – 30 triệu,https://sintech.vn/blogs/huong-dan/pc-cho-designer-freelance-hcm-da-nhiem-thiet-ke-gaming-giai-tri-tr,P2,HERO_IMAGE_TOO_HEAVY,316738,2,1,2,0,0,resize/nén hero + nén ảnh >300KB + clean HTML cũ
1002416993,Các phím tắt Excel hữu ích cho người bận rộn: nâng cao năng suất công việc với các phím tắt tiện lợi,https://sintech.vn/blogs/news/cac-phim-tat-excel-huu-ich-cho-nguoi-ban-ron-nang-cao-nang-suat-cong,P2,BODY_HTML_LEGACY,0,0,0,0,0,0,clean HTML cũ
1002815115,Quy Trình Sửa Chữa Máy Tính PC Sintech,https://sintech.vn/blogs/huong-dan/quy-trinh-sua-chua-may-tinh-pc-sintech,P2,HERO_IMAGE_TOO_HEAVY,1179483,1,0,1,0,0,resize/nén hero + nén ảnh >300KB
1002693503,"IPhone Gập: Apple Đã Sẵn Sàng “Gấp Gọn” Thế Giới Của Bạn, Nhưng iPad Gập Thì Vẫn... Ngủ Đông",https://sintech.vn/blogs/news/iphone-gap-apple-da-san-sang-gap-gon-the-gioi-cua-ban-nhung-ipad-g,P2,INLINE_IMAGES_TOO_HEAVY,11141,1,1,2,1,0,nén ảnh >300KB + gỡ/thay ảnh external
