candidate_id,article_id,title,url,hold_reason
115,1002413774,"Ra mắt iPhone 16 là sự kiện ""chán nhất từ trước đến nay"" của Apple: Phép màu Steve Jobs đâu rồi?",https://sintech.vn/blogs/news/ra-mat-iphone-16-la-su-kien-chan-nhat-tu-truoc-den-nay-cua-apple-ph,HEAVY (9 claim cần web-verify)
55,1002398280,Nvidia sắp ngừng sản xuất card đồ họa GeForce RTX 3060,https://sintech.vn/blogs/news/nvidia-sap-ngung-san-xuat-card-do-hoa-geforce-rtx-3060,RUMOR (sản phẩm chưa ra)
93,1002411087,Rò rỉ về Nvidia RTX 5080 khiến một số game thủ PC lo lắng rằng Nvidia chưa rút ra bài học từ vụ lùm xùm với RTX 4080.,https://sintech.vn/blogs/news/ro-ri-ve-nvidia-rtx-5080-khien-mot-so-game-thu-pc-lo-lang-rang-nvidia,RUMOR (sản phẩm chưa ra)
95,1002411121,Windows 12: Hệ điều hành mới nhất của Microsoft có gì hấp dẫn?,https://sintech.vn/blogs/news/windows-12-he-dieu-hanh-moi-nhat-cua-microsoft-co-gi-hap-dan,RUMOR (sản phẩm chưa ra)
119,1002413818,Chip A18 trên iPhone 16 lộ điểm benchmark khó hiểu,https://sintech.vn/blogs/news/chip-a18-tren-iphone-16-lo-diem-benchmark-kho-hieu,RUMOR (sản phẩm chưa ra)
157,1002423203,"Lộ thông tin về Arrow Lake-HX Series cho laptop: 24 nhân, xung 5.5 GHz",https://sintech.vn/blogs/news/lo-thong-tin-ve-arrow-lake-hx-series-cho-laptop-24-nhan-xung-5-5-ghz,RUMOR (sản phẩm chưa ra)
158,1002423204,"AMD Ryzen 200 và Intel Core 200 dự kiến ra mắt từ cuối năm nay, dành cho laptop hiệu năng cao",https://sintech.vn/blogs/news/amd-ryzen-200-va-intel-core-200-du-kien-ra-mat-tu-cuoi-nam-nay-danh-c,RUMOR (sản phẩm chưa ra)
192,1002538817,"Intel Được Đồn Đoán Sẽ Ra Mắt GPU Battlemage 24GB Bộ Nhớ Vào Năm 2025, Hướng Tới Thị Trường Năng Suất",https://sintech.vn/blogs/news/intel-duoc-don-doan-se-ra-mat-gpu-battlemage-24gb-bo-nho-vao-nam-2025,RUMOR (sản phẩm chưa ra)
200,1002574920,Laptop NVIDIA RTX 50 bị trì hoãn! Dời lịch ra mắt dự kiến vào tháng 4-5,https://sintech.vn/blogs/news/cap-nhat-khong-thieu-rop-laptop-nvidia-rtx-50-bi-tri-hoan-ra-mat-d,RUMOR (sản phẩm chưa ra)
201,1002574943,"AMD xác nhận ngày ra mắt Ryzen 9 9900X3D & 9950X3D, Trung Quốc rò rỉ giá bán dự kiến",https://sintech.vn/blogs/news/amd-xac-nhan-ngay-ra-mat-ryzen-9-9900x3d-9950x3d-trung-quoc-ro-ri-g,RUMOR (sản phẩm chưa ra)
206,1002594009,"Dòng APU AMD Gorgon Point ""Ryzen AI"" Lộ Diện: Xung Nhịp Cao Hơn, NPU Trên 55 TOPS – Ryzen AI MAX ""Medusa/Zen 6"" Được Xác Nhận",https://sintech.vn/blogs/news/dong-apu-amd-gorgon-point-ryzen-ai-lo-dien-xung-nhip-cao-hon-npu-t,RUMOR (sản phẩm chưa ra)
207,1002594736,Lộ Diện GeForce RTX 5060 & 5050 Laptop: ASUS Xác Nhận Cả Hai Đều Dùng 8GB GDDR7,https://sintech.vn/blogs/news/lo-dien-geforce-rtx-5060-5050-laptop-asus-xac-nhan-ca-hai-deu-dung,RUMOR (sản phẩm chưa ra)
208,1002594907,"AMD Radeon RX 9050 ""lộ diện"" tình cờ trên trang cửa hàng điện tử bán lẻ – GPU RDNA 4 giá rẻ sắp ra mắt?",https://sintech.vn/blogs/news/amd-radeon-rx-9050-lo-dien-tinh-co-tren-trang-cua-hang-dien-tu-ban-l,RUMOR (sản phẩm chưa ra)
70,1002399869,"Cấu hình chơi FIFA Online 4 Trên PC, Laptop",https://sintech.vn/blogs/news/cau-hinh-choi-fifa-online-4-tren-pc-laptop,SPEC_ERROR (RTX1060/18GB)
