url,page_type,title,title_len,meta_desc,meta_len,h1,h2_list,h2_count,word_count,schema_type,cta_present,title_pattern,meta_pattern,news_category,note
https://minhtuanmobile.com/iphone-xs-64gb-cu-dep/,product,iPhone Xs 64GB cũ Like New giá rẻ - Minh Tuấn Mobile,52,"iPhone Xs 64GB - Like New bản quốc tế uy tín, giá rẻ. Bao test 7 ngày đổi trả, bảo hành VIP. Hỗ trợ cài đặt trọn đời, trả góp 0-1%.",131,iPhone Xs 64GB - Cũ đẹp,"Apple iPhone Xs, iPhone Xs Max và iPhone Xr đã được ra mắt với những nâng cấp đáng kể. Nếu bạn chưa nắm rõ về chúng, thì dưới đây là những thông tin cần biết về bộ ba này.",1,3834,"BreadcrumbList,FAQPage,Product,ProfessionalService,WebSite",no,[NAME] - giá rẻ/tốt,LEAD=[other] | USP=bảo hành/1đổi1+giá rẻ/tốt+trả góp 0% | CTA=no,,USP nhồi ngay sau tên; meta KHÔNG CTA; ~3834 từ
https://minhtuanmobile.com/iphone-xs-256gb-cu-dep/,product,iPhone Xs 256GB cũ Like New giá rẻ - Minh Tuấn Mobile,53,"iPhone Xs 256GB - Like New bản quốc tế uy tín, giá rẻ. Bao test 7 ngày đổi trả, bảo hành VIP. Hỗ trợ cài đặt trọn đời, trả góp 0-1%.",132,iPhone Xs 256GB - Cũ đẹp,iPhone Xs 256GB - Like New là gì?,1,4711,"BreadcrumbList,FAQPage,Product,ProfessionalService,WebSite",no,[NAME] - giá rẻ/tốt,LEAD=[other] | USP=bảo hành/1đổi1+giá rẻ/tốt+trả góp 0% | CTA=no,,USP nhồi ngay sau tên; meta KHÔNG CTA; ~4711 từ
https://minhtuanmobile.com/de-sac-don-khong-day-samsung-15w-kem-cap/,product,Đế sạc đơn không dây Samsung 15W (Kèm Cáp) Giá Rẻ,49,"Đế sạc đơn không dây Samsung 15W (Kèm Cáp) mới 100% nguyên hộp, chính hãng Samsung, bảo hành 12 tháng nếu có lỗi từ nhà sản xuất.",129,Đế sạc đơn không dây Samsung 15W (Kèm Cáp),"Đế sạc đơn không dây Samsung 15W (Kèm Cáp): Sạc nhanh tiện lợi, tuổi thọ bền bỉ || Công suất sạc nhanh, tích hợp công nghệ làm mát || Bảo vệ thiết bị an toàn tuyệt đối trong quá trình sạc || Thiết kế nhỏ gọn, tiện lợi || Đèn tín hiệu LED sang trọng",5,2828,"BreadcrumbList,FAQPage,Product,ProfessionalService,WebSite",no,[NAME] none giá rẻ/tốt,LEAD=[other] | USP=bảo hành/1đổi1+chính hãng | CTA=no,,USP nhồi ngay sau tên; meta KHÔNG CTA; ~2828 từ
https://minhtuanmobile.com/de-sac-doi-khong-day-samsung-15w-kem-coc-cap/,product,Đế sạc đôi không dây Samsung 15W (Kèm Cốc + Cáp) Giá Rẻ,55,"Đế sạc đôi không dây Samsung 15W (Kèm Cốc + Cáp) mới 100% nguyên hộp, chính hãng Samsung, bảo hành 12 tháng nếu có lỗi từ nhà sản xuất.",135,Đế sạc đôi không dây Samsung 15W (Kèm Cốc + Cáp),"Đế sạc đôi không dây Samsung 15W (Kèm Cốc + Cáp): Sạc đa thiết bị siêu tốc độ || Một đế sạc, hai thiết bị || Công suất sạc nhanh, tích hợp công nghệ làm mát || Bảo vệ thiết bị an toàn tuyệt đối trong quá trình sạc || Thiết kế nhỏ gọn, tiện lợi",5,2637,"BreadcrumbList,Product,ProfessionalService,WebSite",no,[NAME] none giá rẻ/tốt,LEAD=[other] | USP=bảo hành/1đổi1+chính hãng | CTA=no,,USP nhồi ngay sau tên; meta KHÔNG CTA; ~2637 từ
https://minhtuanmobile.com/de-sac-doi-khong-day-samsung-15w-khong-cap/,product,Đế sạc đôi không dây Samsung 15W (không cáp) Giá Rẻ,51,"Đế sạc đôi không dây Samsung 15W (không cáp) mới 100% nguyên hộp, chính hãng Samsung, bảo hành 12 tháng nếu có lỗi từ nhà sản xuất.",131,Đế sạc đôi không dây Samsung 15W (không cáp),"Đế sạc đôi không dây Samsung 15W (Không Cáp): Sạc nhanh đầy tiện lợi || Công suất sạc nhanh, tích hợp công nghệ làm mát || Thiết kế nhỏ gọn, tiện lợi || Một đế sạc, hai thiết bị",4,2623,"BreadcrumbList,Product,ProfessionalService,WebSite",no,[NAME] none giá rẻ/tốt,LEAD=[other] | USP=bảo hành/1đổi1+chính hãng | CTA=no,,USP nhồi ngay sau tên; meta KHÔNG CTA; ~2623 từ
https://minhtuanmobile.com/tai-nghe-co-day-samsung-akg-type-c/,product,Tai nghe có dây Samsung AKG Type-C chính hãng giá rẻ,52,"Tai nghe có dây Samsung AKG Type-C mới 100% nguyên hộp, chính hãng Samsung, bảo hành chính hãng 12 tháng nếu có lỗi từ nhà sản xuất.",132,Tai nghe có dây Samsung AKG Type-C,"Tai nghe có dây Samsung AKG Type-C || Thiết kế tinh tế, vừa vặn, ôm sát tai của bạn || Sử dụng đầu kết nối Type-C || Công nghệ DAC được tích hợp",4,2651,"BreadcrumbList,Product,ProfessionalService,WebSite",no,[NAME] - chính hãng + giá rẻ/tốt,LEAD=[other] | USP=bảo hành/1đổi1+chính hãng | CTA=no,,USP nhồi ngay sau tên; meta KHÔNG CTA; ~2651 từ
https://minhtuanmobile.com/de-sac-khong-day-samsung-3-in-1-wireless-charger-trio/,product,Đế sạc không dây Samsung 3 in 1 Wireless Charger Trio,53,"Đế sạc không dây Samsung 3 in 1 Wireless Charger Trio mới 100%, chính hãng Samsung, bảo hành 12 tháng nếu có lỗi từ nhà sản xuất.",129,Đế sạc không dây Samsung 3 in 1 Wireless Charger Trio,"Đế sạc không dây Samsung 3 in 1 Wireless Charger Trio: Nâng tầm trải nghiệm || Đế sạc 3 trong 1, vô cùng tiện lợi || Vị trí sạc dành riêng cho Galaxy Watch || Công suất sạc nhanh || Thiết kế tinh tế phù hợp mọi không gian || Không cần tháo ốp khi sạc",6,2693,"BreadcrumbList,Product,ProfessionalService,WebSite",no,[NAME] none (no-USP),LEAD=[other] | USP=bảo hành/1đổi1+chính hãng | CTA=no,,title thiếu USP; meta KHÔNG CTA; ~2693 từ
https://minhtuanmobile.com/de-sac-doi-khong-day-samsung-wireless-charger-duo/,product,Đế sạc đôi không dây Samsung Wireless Charger Duo Giá Rẻ,56,"Đế sạc đôi không dây Samsung Wireless Charger Duo mới 100%, chính hãng Samsung, bảo hành 12 tháng nếu có lỗi từ nhà sản xuất.",125,Đế sạc đôi không dây Samsung Wireless Charger Duo,"Đế sạc đôi không dây Samsung Wireless Charger Trio || Đế sạc 2 trong 1, vô cùng tiện lợi || Vị trí sạc dành riêng cho Galaxy Watch || Công suất sạc nhanh || Thiết kế tinh tế phù hợp mọi không gian || Không cần tháo ốp khi sạc",6,2623,"BreadcrumbList,Product,ProfessionalService,WebSite",no,[NAME] none giá rẻ/tốt,LEAD=[other] | USP=bảo hành/1đổi1+chính hãng | CTA=no,,USP nhồi ngay sau tên; meta KHÔNG CTA; ~2623 từ
https://minhtuanmobile.com/bo-coc-cap-sac-samsung-25w-type-c/,product,Bộ Cốc + Cáp sạc Samsung 25W Type-C chính hãng giá rẻ,53,"Bộ Cốc + Cáp sạc Samsung 25W Type-C mới 100% nguyên hộp, chính hãng Samsung, bảo hành chính hãng 12 tháng nếu có lỗi từ nhà sản xuất.",133,Bộ Cốc + Cáp sạc Samsung 25W Type-C,Bộ Cốc + Cáp sạc Samsung 25W Type-C: Giữ nhịp cuộc sống với sạc siêu tốc || Rút ngắn thời gian sạc || Bảo đảm an toàn khi sạc,3,2486,"BreadcrumbList,Product,ProfessionalService,WebSite",no,[NAME] - chính hãng + giá rẻ/tốt,LEAD=[other] | USP=bảo hành/1đổi1+chính hãng | CTA=no,,USP nhồi ngay sau tên; meta KHÔNG CTA; ~2486 từ
https://minhtuanmobile.com/samsung-galaxy-s23-8gb-256gb/,product,Samsung Galaxy S23 8GB 256GB chính hãng giá rẻ,46,"Samsung Galaxy S23 8GB 256GB mới 100% nguyên hộp, chính hãng Samsung, bảo hành chính hãng 12 tháng nếu có lỗi từ nhà sản xuất.",126,Samsung Galaxy S23 8GB 256GB,"Samsung Galaxy S23: Bản nâng cấp cấu hình toàn diện || Thiết kế nhỏ gọn, tiện lợi || Màn hình Dynamic AMOLED 2x || Camera 50MP, Camera selfie 12MP || Chip Snapdragon 8 Gen 2 || RAM 8GB và 2 phiên bản bộ nhớ: 128GB và 256GB || So sánh Galaxy S23 và Galaxy S22 Series || So sánh Galaxy S23 với iPhone 14",8,3791,"BreadcrumbList,Product,ProfessionalService,WebSite",no,[NAME] none chính hãng + giá rẻ/tốt,LEAD=[other] | USP=bảo hành/1đổi1+chính hãng | CTA=no,,USP nhồi ngay sau tên; meta KHÔNG CTA; ~3791 từ
https://minhtuanmobile.com/phu-phim-macbook-pro-13-15-inch-jcpal-fitskin-tpu-jcp2149/,product,Phủ phím MacBook 12/ Pro 13/ 15 inch JCPAL Fitskin TPU (Bạc),60,"Phủ phím MacBook 12 Pro 13 15 inch JCPAL Fitskin TPU (Bạc) - mới 100% nguyên hộp, chính hãng JCPAL, hỗ trợ đặt và giao hàng tận nhà.",132,Phủ phím MacBook 12/ Pro 13/ 15 inch JCPAL Fitskin TPU,Phủ phím MacBook 12/ Pro 13/15 inch JCPAL Fitskin TPU JCP2149 || Lý do tại sao bạn nên sở hữu phủ phím MacBook Pro 13/15 inch JCPAL Fitskin TPU JCP2149?,2,2895,"BreadcrumbList,Product,ProfessionalService,WebSite",no,[NAME] none (no-USP),LEAD=[other] | USP=chính hãng+miễn phí/giao nhanh | CTA=no,,title thiếu USP; meta KHÔNG CTA; ~2895 từ
https://minhtuanmobile.com/op-lung-macbook-pro-13-15-retina-jcpal/,product,Ốp lưng MacBook Pro 15 inch Touch Bar JCPAL JCP2381,51,"Ốp lưng MacBook Pro 15 inch Touch Bar JCPAL JCP2381 - mới 100% nguyên hộp, chính hãng JCPAL, sản phẩm không áp dụng bảo hành.",125,Ốp lưng MacBook Pro 15 inch Touch Bar JCPAL JCP2381,Ốp lưng MacBook Pro 15 Touch Bar JCPAL JCP2381,1,2553,"BreadcrumbList,Product,ProfessionalService,WebSite",no,[NAME] none (no-USP),LEAD=[other] | USP=bảo hành/1đổi1+chính hãng | CTA=no,,title thiếu USP; meta KHÔNG CTA; ~2553 từ
https://minhtuanmobile.com/tui-deo-macbook-pro-15-inch-tomtoc-shoulder-bags-a42-e02d/,product,Túi xách chống sốc MacBook Pro 15 inch Tomtoc Shoulder Bags,59,"Túi xách chống sốc MacBook Pro 15 inch Tomtoc Shoulder Bags mới 100% nguyên hộp, chính hãng Tomtoc, bảo hành chính hãng 12 tháng.",129,Túi xách chống sốc MacBook Pro 15 inch Tomtoc Shoulder Bags,Túi xách chống sốc MacBook Pro 15 inch Tomtoc Shoulder Bags A42E02 || Lý do tại sao bạn nên sở hữu túi đeo Macbook Pro 15 inch Tomtoc Shoulder Bags A42-E02D?,2,2925,"BreadcrumbList,Product,ProfessionalService,WebSite",no,[NAME] none ưu đãi/sốc/sale,LEAD=[other] | USP=bảo hành/1đổi1+chính hãng+ưu đãi/sốc/sale | CTA=no,,USP nhồi ngay sau tên; meta KHÔNG CTA; ~2925 từ
https://minhtuanmobile.com/tui-chong-soc-macbook-13-inch-jinya-city-sleeve-ja3007/,product,Túi chống sốc MacBook 13 inch JINYA City Sleeve Coral,53,"Túi chống sốc MacBook 13 inch JINYA City Sleeve Coral - mới 100% nguyên hộp, chính hãng Jinya, bảo hành chính hãng 12 tháng.",124,Túi chống sốc MacBook 13 inch Jinya Nylon City,Túi chống sốc MacBook 13 inch JINYA City Sleeve JA3007: Bảo vệ MacBook của bạn || Lý do tại sao bạn nên sở hữu Túi chống sốc MacBook 13 inch JINYA City Sleeve?,2,2855,"BreadcrumbList,Product,ProfessionalService,WebSite",no,[NAME] none ưu đãi/sốc/sale,LEAD=[other] | USP=bảo hành/1đổi1+chính hãng+ưu đãi/sốc/sale | CTA=no,,USP nhồi ngay sau tên; meta KHÔNG CTA; ~2855 từ
https://minhtuanmobile.com/bo-ve-sinh-man-hinh-macbook-jcpal-3-in-1/,product,Dung dịch vệ sinh JCPAL Cleaning Solution JCP7001,49,"Dung dịch vệ sinh JCPAL Cleaning Solution JCP7001 - mới 100% nguyên hộp, chính hãng JCPAL, sản phẩm không áp dụng bảo hành.",123,Dung dịch vệ sinh JCPAL Cleaning Solution JCP7001,Bộ vệ sinh màn hình MacBook JCPAL Cleaning Solution JCP7001 || Lý do tại sao bạn nên sở hữu Bộ vệ sinh màn hình JCPAL?,2,3022,"BreadcrumbList,Product,ProfessionalService,WebSite",no,[NAME] none (no-USP),LEAD=[other] | USP=bảo hành/1đổi1+chính hãng | CTA=no,,title thiếu USP; meta KHÔNG CTA; ~3022 từ
https://minhtuanmobile.com/bi-coolball-tan-nhiet-cho-macbook-sao-chep/,product,Bọc cao su cho Sạc MacBook JRC - Chính hãng - Giá rẻ,52,"Bọc cao su cho Sạc MacBook JRC - Giá rẻ - sản phẩm mới 100% nguyên hộp, chính hãng JRC, sản phẩm không áp dụng bảo hành.",120,Bọc cao su cho Sạc MacBook JRC,Bọc cao su cho Sạc MacBook JRC,1,2241,"BreadcrumbList,Product,ProfessionalService,WebSite",no,[NAME] - chính hãng + giá rẻ/tốt,LEAD=[other] | USP=bảo hành/1đổi1+chính hãng+giá rẻ/tốt | CTA=no,,USP nhồi ngay sau tên; meta KHÔNG CTA; ~2241 từ
https://minhtuanmobile.com/macbook-air-2020-13-3inch-512gb/,product,MacBook Air 13 2020 i5 512 GB giá rẻ - Minh Tuấn Mobile,55,"MacBook Air 13 2020 i5 512 GB - New nguyên seal bản quốc tế uy tín, giá rẻ. Bao test 7 ngày đổi trả, hỗ trợ cài đặt trọn đời, trả góp 0-1%.",139,"MacBook Air 13"" 2020 i5 512GB - New seal - (MVH42/MWVH22/MVH52)",,0,3058,"BreadcrumbList,Product,ProfessionalService,WebSite",no,[NAME] - giá rẻ/tốt,LEAD=[other] | USP=giá rẻ/tốt+trả góp 0% | CTA=no,,USP nhồi ngay sau tên; meta KHÔNG CTA; ~3058 từ
https://minhtuanmobile.com/bo-full-mocoll-5-in-1-for-macbook-air-2018-13-gold/,product,Bộ dán MacBook Air 13 inch M1 MOCOLL 5 in 1 Full - Silver,57,"Bộ dán MacBook Air 13 inch M1 MOCOLL 5 in 1 Full - Silver - mới 100% nguyên hộp, chính hãng MOCOLL, bảo hành chính hãng 1 tháng.",128,Bộ dán MacBook Air 13 inch M1 MOCOLL 5 in 1 Full,Bộ dán MacBook Air M1 13 inch Mocoll 5 in 1 || Lý do tại sao bạn nên sở hữu Bộ dán MacBook Mocoll 5 in1?,2,3237,"BreadcrumbList,Product,ProfessionalService,WebSite",no,[NAME] - (no-USP),LEAD=[other] | USP=bảo hành/1đổi1+chính hãng | CTA=no,,title thiếu USP; meta KHÔNG CTA; ~3237 từ
